date_time,GM RWPS LAKE LVL (GEODECTIC)(m),GM RESERVOIR VOLUME (ML),STN229 ELBOW RIVER AT SARCEE BRIDGE LEVEL (GEODECTIC) WITH COEFFICIENT (m),STN229 ELBOW RIVER AT SARCEE BRIDGE FLOW (m3/s),GM RESERVOIR FILL VOLUME TO CREST (m3)
1/1/2020 0:00,No Data,16359.35254,1079.109375,15.3210001,1283560
1/1/2020 1:00,No Data,16359.35254,1079.106201,14.97200012,1276191
1/1/2020 2:00,No Data,16374.09473,1079.087769,14.66699982,1263905
1/1/2020 3:00,No Data,16374.09473,1079.087769,14.66699982,1261447
1/1/2020 4:00,No Data,16383.92676,1079.099854,14.86100006,1256531
1/1/2020 5:00,No Data,16388.84375,1079.093506,14.97200012,1249156
1/1/2020 6:00,No Data,16388.84375,1079.077271,14.47200012,1249156
1/1/2020 7:00,No Data,16388.84375,1079.094971,14.86100006,1241777
1/1/2020 8:00,No Data,16403.60156,1079.078369,14.47200012,1234398
1/1/2020 9:00,No Data,16403.60156,1079.08606,14.66699982,1227018
1/1/2020 10:00,No Data,16410.98242,1079.086548,14.66699982,1227018
1/1/2020 11:00,No Data,16418.36719,1079.086548,14.66699982,1219633
1/1/2020 12:00,No Data,16418.36719,1079.078857,14.47200012,1212248
1/1/2020 13:00,No Data,16425.75195,1079.069824,14.16699982,1212248
1/1/2020 14:00,No Data,16433.13867,1079.066162,14.05599976,1212248
1/1/2020 15:00,No Data,16433.13867,1079.051636,13.66699982,1204861
1/1/2020 16:00,No Data,16440.52734,1079.034912,13.25,1197473
1/1/2020 17:00,No Data,16447.91992,1079.0354,13.25,1190080
1/1/2020 18:00,No Data,16447.91992,1079.039917,13.25,1190080
1/1/2020 19:00,No Data,16455.3125,1079.023071,12.86100006,1182688
1/1/2020 20:00,No Data,16462.70703,1079.037476,13.25,1175293
1/1/2020 21:00,No Data,16462.70703,1079.023071,12.86100006,1175293
1/1/2020 22:00,No Data,16470.10352,1079.02417,12.86100006,1167896
1/1/2020 23:00,No Data,16477.50195,1079.018311,12.66699982,1167896
1/2/2020 0:00,No Data,16470.10352,1079.014893,12.66699982,1153098
1/2/2020 1:00,No Data,16477.50195,1079.008667,12.47200012,1160498
1/2/2020 2:00,No Data,16484.90234,1079.000977,12.36100006,1153098
1/2/2020 3:00,No Data,16484.90234,1078.998291,12.26480007,1160498
1/2/2020 4:00,No Data,16484.90234,1078.997192,12.13746643,1160498
1/2/2020 5:00,No Data,16484.90234,1078.991089,11.86100006,1153098
1/2/2020 6:00,No Data,16484.90234,1078.989136,11.86100006,1148162
1/2/2020 7:00,No Data,16489.83789,1078.987061,11.86100006,1145695
1/2/2020 8:00,No Data,16492.30469,1078.987061,11.86100006,1130885
1/2/2020 9:00,No Data,16497.24023,1078.990112,11.97200012,1138291
1/2/2020 10:00,No Data,16507.11523,1078.987061,11.86100006,1130885
1/2/2020 11:00,No Data,16507.11523,1078.987671,11.88700008,1130885
1/2/2020 12:00,No Data,16507.11523,1078.989014,11.91286659,1138291
1/2/2020 13:00,No Data,16507.11523,1079.003174,12.30913353,1140760
1/2/2020 14:00,No Data,16507.11523,1078.990723,11.97200012,1125947
1/2/2020 15:00,No Data,16512.05273,1078.990723,11.97200012,1125947
1/2/2020 16:00,No Data,16512.05273,1079.002686,12.29433346,1130885
1/2/2020 17:00,No Data,16514.52344,1078.987061,11.86100006,1116068
1/2/2020 18:00,No Data,16514.52344,1078.987061,11.86100006,1116068
1/2/2020 19:00,No Data,16512.05273,1078.987061,11.86100006,1116068
1/2/2020 20:00,No Data,16519.46289,1078.992798,12.08186626,1116068
1/2/2020 21:00,No Data,16519.46289,1078.983521,11.77799988,1118537
1/2/2020 22:00,No Data,16519.46289,1078.987061,11.77799988,1118537
1/2/2020 23:00,No Data,16526.87305,1078.98877,11.95720005,1111127
1/3/2020 0:00,No Data,16534.28711,1078.99231,12.22413349,1103713
1/3/2020 1:00,No Data,16526.87305,1078.990723,11.97200012,1111127
1/3/2020 2:00,No Data,16526.87305,1078.986572,11.86100006,1111127
1/3/2020 3:00,No Data,16526.87305,1078.981445,11.66699982,1111127
1/3/2020 4:00,No Data,16534.28711,1078.968994,11.36100006,1103713
1/3/2020 5:00,No Data,16534.28711,1078.94397,10.66699982,1103713
1/3/2020 6:00,No Data,16534.28711,1078.950928,10.87053299,1103713
1/3/2020 7:00,No Data,16534.28711,1078.964478,11.16699982,1103713
1/3/2020 8:00,No Data,16534.28711,1078.967529,11.32986641,1103713
1/3/2020 9:00,No Data,16541.70117,1078.977417,11.60033321,1103713
1/3/2020 10:00,No Data,16541.70117,1078.961914,11.16699982,1103713
1/3/2020 11:00,No Data,16526.87305,1078.962891,11.26319981,1111127
1/3/2020 12:00,No Data,16512.05273,1078.965576,11.27799988,1125947
1/3/2020 13:00,No Data,16512.05273,1078.965576,11.27799988,1125947
1/3/2020 14:00,No Data,16499.70898,1078.963623,11.16699982,1140760
1/3/2020 15:00,No Data,16497.24023,1078.958618,11.05599976,1138291
1/3/2020 16:00,No Data,16499.70898,1078.94397,10.68179989,1153098
1/3/2020 17:00,No Data,16484.90234,1078.941284,10.66699982,1145695
1/3/2020 18:00,No Data,16455.3125,1078.958374,11.05599976,1160498
1/3/2020 19:00,No Data,16462.70703,1078.938232,10.47200012,1160498
1/3/2020 20:00,No Data,16462.70703,1078.936768,10.47200012,1167896
1/3/2020 21:00,No Data,16455.3125,1078.936768,10.47200012,1182688
1/3/2020 22:00,No Data,16447.91992,1078.936768,10.47200012,1197473
1/3/2020 23:00,No Data,16440.52734,1078.936768,10.47200012,1197473
1/4/2020 0:00,No Data,16462.70703,1078.936768,10.47200012,1175293
1/4/2020 1:00,No Data,16440.52734,1078.936768,10.47200012,1197473
1/4/2020 2:00,No Data,16462.70703,1078.940308,10.55599976,1182688
1/4/2020 3:00,No Data,16447.91992,1078.940308,10.55599976,1160498
1/4/2020 4:00,No Data,16462.70703,1078.940308,10.55599976,1175293
1/4/2020 5:00,No Data,16470.10352,1078.940308,10.55599976,1167896
1/4/2020 6:00,No Data,16462.70703,1078.94104,10.59666634,1160498
1/4/2020 7:00,No Data,16477.50195,1078.94397,10.66699982,1175293
1/4/2020 8:00,No Data,16484.90234,1078.949341,10.66699982,1182688
1/4/2020 9:00,No Data,16484.90234,1078.94397,10.66699982,1160498
1/4/2020 10:00,No Data,16492.30469,1078.94397,10.66699982,1153098
1/4/2020 11:00,No Data,16484.90234,1078.94751,10.84993362,1160498
1/4/2020 12:00,No Data,16499.70898,1078.94751,10.76319981,1153098
1/4/2020 13:00,No Data,16507.11523,1078.949951,10.84466648,1140760
1/4/2020 14:00,No Data,16512.05273,1078.94751,10.77799988,1130885
1/4/2020 15:00,No Data,16507.11523,1078.950928,10.77799988,1123477
1/4/2020 16:00,No Data,16514.52344,1078.94751,10.77799988,1130885
1/4/2020 17:00,No Data,16529.34375,1078.94751,10.68179989,1116068
1/4/2020 18:00,No Data,16521.93164,1078.961914,11.16699982,1116068
1/4/2020 19:00,No Data,16536.75781,1078.94397,10.66699982,1111127
1/4/2020 20:00,No Data,16534.28711,1078.94397,10.66699982,1116068
1/4/2020 21:00,No Data,16529.34375,1078.941284,10.55599976,1116068
1/4/2020 22:00,No Data,16507.11523,1078.950806,10.55599976,1116068
1/4/2020 23:00,No Data,16549.11719,1078.940308,10.55599976,1086410
1/5/2020 0:00,No Data,16507.11523,1078.946045,10.73719978,1138291
1/5/2020 1:00,No Data,16492.30469,1078.949219,10.80913353,1145695
1/5/2020 2:00,No Data,16492.30469,1078.930786,10.47200012,1145695
1/5/2020 3:00,No Data,16484.90234,1078.932617,10.30386639,1138291
1/5/2020 4:00,No Data,16484.90234,1078.932495,10.35573292,1153098
1/5/2020 5:00,No Data,16484.90234,1078.928467,10.23366642,1153098
1/5/2020 6:00,No Data,16477.50195,1078.926025,10.16699982,1160498
1/5/2020 7:00,No Data,16470.10352,1078.922363,10.24839973,1167896
1/5/2020 8:00,No Data,16477.50195,1078.921509,10.04613304,1175293
1/5/2020 9:00,No Data,16470.10352,1078.918091,9.972533226,1175293
1/5/2020 10:00,No Data,16455.3125,1078.915161,9.911000252,1197473
1/5/2020 11:00,No Data,16440.52734,1078.907959,9.786000252,1197473
1/5/2020 12:00,No Data,16425.75195,1078.904419,9.713999748,1212248
1/5/2020 13:00,No Data,16425.75195,1078.904419,9.713999748,1212248
1/5/2020 14:00,No Data,16440.52734,1078.917969,9.955866814,1202398
1/5/2020 15:00,No Data,16425.75195,1078.914429,9.8847332,1197473
1/5/2020 16:00,No Data,16433.13867,1078.903687,9.713666916,1204861
1/5/2020 17:00,No Data,16433.13867,1078.900879,9.661000252,1212248
1/5/2020 18:00,No Data,16433.13867,1078.900879,9.661000252,1204861
1/5/2020 19:00,No Data,16440.52734,1078.900879,9.661000252,1204861
1/5/2020 20:00,No Data,16440.52734,1078.900879,9.661000252,1204861
1/5/2020 21:00,No Data,16440.52734,1078.897339,9.588999748,1197473
1/5/2020 22:00,No Data,16447.91992,1078.90332,9.703800201,1190080
1/5/2020 23:00,No Data,16440.52734,1078.900879,9.661000252,1197473
1/6/2020 0:00,No Data,16462.70703,1078.905518,9.661000252,1175293
1/6/2020 1:00,No Data,16477.50195,1078.900879,9.706933022,1153098
1/6/2020 2:00,No Data,16447.91992,1078.900879,9.661000252,1190080
1/6/2020 3:00,No Data,16447.91992,1078.900635,9.661000252,1204861
1/6/2020 4:00,No Data,16455.3125,1078.915161,9.911000252,1182688
1/6/2020 5:00,No Data,16433.13867,1078.900879,9.661000252,1175293
1/6/2020 6:00,No Data,16440.52734,1078.900879,9.661000252,1182688
1/6/2020 7:00,No Data,16447.91992,1078.900879,9.661000252,1197473
1/6/2020 8:00,No Data,16455.3125,1078.900879,9.661000252,1190080
1/6/2020 9:00,No Data,16455.3125,1078.900879,9.661000252,1182688
1/6/2020 10:00,No Data,16440.52734,1078.900879,9.661000252,1190080
1/6/2020 11:00,No Data,16447.91992,1078.897461,9.661000252,1182688
1/6/2020 12:00,No Data,16447.91992,1078.89917,9.588999748,1190080
1/6/2020 13:00,No Data,16447.91992,1078.900879,9.661000252,1190080
1/6/2020 14:00,No Data,16455.3125,1078.900879,9.661000252,1182688
1/6/2020 15:00,No Data,16462.70703,1078.900879,9.661000252,1182688
1/6/2020 16:00,No Data,16462.70703,1078.900879,9.661000252,1175293
1/6/2020 17:00,No Data,16462.70703,1078.900879,9.661000252,1175293
1/6/2020 18:00,No Data,16470.10352,1078.900879,9.661000252,1167896
1/6/2020 19:00,No Data,16470.10352,1078.906982,9.588999748,1160498
1/6/2020 20:00,No Data,16477.50195,1078.897217,9.713999748,1167896
1/6/2020 21:00,No Data,16477.50195,1078.905151,9.588999748,1160498
1/6/2020 22:00,No Data,16484.90234,1078.894043,9.536000252,1153098
1/6/2020 23:00,No Data,16477.50195,1078.893677,9.536000252,1153098
1/7/2020 0:00,No Data,16477.50195,1078.893677,9.536000252,1160498
1/7/2020 1:00,No Data,16492.30469,1078.893677,9.536000252,1153098
1/7/2020 2:00,No Data,16492.30469,1078.901855,9.536000252,1148162
1/7/2020 3:00,No Data,16484.90234,1078.886475,9.392999649,1153098
1/7/2020 4:00,No Data,16492.30469,1078.886475,9.392999649,1148162
1/7/2020 5:00,No Data,16492.30469,1078.882813,9.338999748,1140760
1/7/2020 6:00,No Data,16489.83789,1078.879272,9.267999649,1145695
1/7/2020 7:00,No Data,16489.83789,1078.878418,9.213999748,1148162
1/7/2020 8:00,No Data,16489.83789,1078.87561,9.213999748,1148162
1/7/2020 9:00,No Data,16497.24023,1078.87561,9.213999748,1140760
1/7/2020 10:00,No Data,16492.30469,1078.87207,9.142999649,1145695
1/7/2020 11:00,No Data,16492.30469,1078.875366,9.142999649,1145695
1/7/2020 12:00,No Data,16499.70898,1078.872681,9.142999649,1138291
1/7/2020 13:00,No Data,16499.70898,1078.87561,9.213999748,1138291
1/7/2020 14:00,No Data,16499.70898,1078.87561,9.213999748,1138291
1/7/2020 15:00,No Data,16507.11523,1078.87561,9.213999748,1130885
1/7/2020 16:00,No Data,16514.52344,1078.87561,9.267999649,1130885
1/7/2020 17:00,No Data,16514.52344,1078.877808,9.213999748,1123477
1/7/2020 18:00,No Data,16514.52344,1078.87915,9.213999748,1123477
1/7/2020 19:00,No Data,16514.52344,1078.877319,9.213999748,1123477
1/7/2020 20:00,No Data,16521.93164,1078.87561,9.267999649,1116068
1/7/2020 21:00,No Data,16521.93164,1078.87561,9.213999748,1116068
1/7/2020 22:00,No Data,16529.34375,1078.876343,9.267999649,1116068
1/7/2020 23:00,No Data,16529.34375,1078.877319,9.267999649,1108656
1/8/2020 0:00,No Data,16536.75781,1078.879272,9.267999649,1116068
1/8/2020 1:00,No Data,16529.34375,1078.879272,9.267999649,1101242
1/8/2020 2:00,No Data,16544.17383,1078.879272,9.267999649,1093826
1/8/2020 3:00,No Data,16536.75781,1078.881348,9.338999748,1101242
1/8/2020 4:00,No Data,16536.75781,1078.879272,9.267999649,1101242
1/8/2020 5:00,No Data,16544.17383,1078.87561,9.213999748,1093826
1/8/2020 6:00,No Data,16544.17383,1078.87561,9.213999748,1093826
1/8/2020 7:00,No Data,16544.17383,1078.87561,9.213999748,1093826
1/8/2020 8:00,No Data,16544.17383,1078.880493,9.338999748,1093826
1/8/2020 9:00,No Data,16551.58984,1078.864868,9.017999649,1086410
1/8/2020 10:00,No Data,16544.17383,1078.869263,9.017999649,1086410
1/8/2020 11:00,No Data,16544.17383,1078.867188,8.946000099,1086410
1/8/2020 12:00,No Data,16549.11719,1078.861328,8.946000099,1093826
1/8/2020 13:00,No Data,16544.17383,1078.861572,8.946000099,1086410
1/8/2020 14:00,No Data,16544.17383,1078.882813,9.338999748,1078990
1/8/2020 15:00,No Data,16566.42969,1078.864868,9.017999649,1078990
1/8/2020 16:00,No Data,16559.00977,1078.864868,9.017999649,1078990
1/8/2020 17:00,No Data,16551.58984,1078.863525,9.017999649,1078990
1/8/2020 18:00,No Data,16566.42969,1078.864868,9.017999649,1078990
1/8/2020 19:00,No Data,16566.42969,1078.862671,9.017999649,1071570
1/8/2020 20:00,No Data,16566.42969,1078.861328,8.946000099,1071570
1/8/2020 21:00,No Data,16566.42969,1078.862061,8.946000099,1071570
1/8/2020 22:00,No Data,16566.42969,1078.857666,8.892999649,1064146
1/8/2020 23:00,No Data,16571.37891,1078.854126,8.821000099,1064146
1/9/2020 0:00,No Data,16566.42969,1078.856567,8.821000099,1071570
1/9/2020 1:00,No Data,16566.42969,1078.850464,8.75,1071570
1/9/2020 2:00,No Data,16566.42969,1078.860229,8.75,1066621
1/9/2020 3:00,No Data,16566.42969,1078.850464,8.75,1071570
1/9/2020 4:00,No Data,16566.42969,1078.850464,8.75,1071570
1/9/2020 5:00,No Data,16566.42969,1078.850464,8.75,1064146
1/9/2020 6:00,No Data,16571.37891,1078.850464,8.75,1064146
1/9/2020 7:00,No Data,16571.37891,1078.85437,8.75,1066621
1/9/2020 8:00,No Data,16573.85352,1078.843262,8.625,1066621
1/9/2020 9:00,No Data,16566.42969,1078.842896,8.625,1071570
1/9/2020 10:00,No Data,16573.85352,1078.839722,8.571000099,1066621
1/9/2020 11:00,No Data,16573.85352,1078.842651,8.571000099,1064146
1/9/2020 12:00,No Data,16566.42969,1078.839722,8.571000099,1071570
1/9/2020 13:00,No Data,16566.42969,1078.839722,8.571000099,1071570
1/9/2020 14:00,No Data,16566.42969,1078.839722,8.571000099,1071570
1/9/2020 15:00,No Data,16566.42969,1078.839722,8.571000099,1071570
1/9/2020 16:00,No Data,16566.42969,1078.839722,8.625,1071570
1/9/2020 17:00,No Data,16571.37891,1078.839722,8.571000099,1071570
1/9/2020 18:00,No Data,16571.37891,1078.839722,8.571000099,1066621
1/9/2020 19:00,No Data,16571.37891,1078.839722,8.571000099,1066621
1/9/2020 20:00,No Data,16571.37891,1078.839722,8.571000099,1066621
1/9/2020 21:00,No Data,16566.42969,1078.839722,8.571000099,1074043
1/9/2020 22:00,No Data,16563.95703,1078.83606,8.5,1071570
1/9/2020 23:00,No Data,16556.53711,1078.83606,8.5,1071570
1/10/2020 0:00,No Data,16556.53711,1078.850464,8.75,1078990
1/10/2020 1:00,No Data,16559.00977,1078.83252,8.446000099,1081463
1/10/2020 2:00,No Data,16549.11719,1078.83252,8.446000099,1088883
1/10/2020 3:00,No Data,16551.58984,1078.83252,8.375,1088883
1/10/2020 4:00,No Data,16541.70117,1078.828857,8.375,1088883
1/10/2020 5:00,No Data,16541.70117,1078.828857,8.375,1096299
1/10/2020 6:00,No Data,16534.28711,1078.843262,8.625,1096299
1/10/2020 7:00,No Data,16541.70117,1078.821655,8.25,1103713
1/10/2020 8:00,No Data,16526.87305,1078.818115,8.178999901,1101242
1/10/2020 9:00,No Data,16526.87305,1078.818115,8.178999901,1111127
1/10/2020 10:00,No Data,16514.52344,1078.814575,8.125,1125947
1/10/2020 11:00,No Data,16521.93164,1078.814575,8.125,1125947
1/10/2020 12:00,No Data,16512.05273,1078.814575,8.125,1125947
1/10/2020 13:00,No Data,16514.52344,1078.815186,8.125,1125947
1/10/2020 14:00,No Data,16512.05273,1078.83667,8.446000099,1123477
1/10/2020 15:00,No Data,16507.11523,1078.857666,8.892999649,1130885
1/10/2020 16:00,No Data,16507.11523,1078.856079,8.821000099,1130885
1/10/2020 17:00,No Data,16514.52344,1078.857666,8.892999649,1125947
1/10/2020 18:00,No Data,16512.05273,1078.856567,8.892999649,1123477
1/10/2020 19:00,No Data,16507.11523,1078.85144,8.75,1130885
1/10/2020 20:00,No Data,16507.11523,1078.841309,8.625,1130885
1/10/2020 21:00,No Data,16514.52344,1078.833862,8.446000099,1125947
1/10/2020 22:00,No Data,16512.05273,1078.821167,8.25,1130885
1/10/2020 23:00,No Data,16499.70898,1078.812378,8.053999901,1130885
1/11/2020 0:00,No Data,16499.70898,1078.800171,7.856999874,1138291
1/11/2020 1:00,No Data,16492.30469,1078.800171,7.856999874,1138291
1/11/2020 2:00,No Data,16492.30469,1078.799438,7.856999874,1145695
1/11/2020 3:00,No Data,16499.70898,1078.810913,8.053999901,1145695
1/11/2020 4:00,No Data,16492.30469,1078.796509,7.803999901,1138291
1/11/2020 5:00,No Data,16484.90234,1078.796509,7.856999874,1153098
1/11/2020 6:00,No Data,16484.90234,1078.806641,7.981999874,1153098
1/11/2020 7:00,No Data,16477.50195,1078.814575,8.125,1160498
1/11/2020 8:00,No Data,16477.50195,1078.821777,8.178999901,1160498
1/11/2020 9:00,No Data,16470.10352,1078.843262,8.625,1167896
1/11/2020 10:00,No Data,16470.10352,1078.8396,8.571000099,1167896
1/11/2020 11:00,No Data,16470.10352,1078.852173,8.75,1167896
1/11/2020 12:00,No Data,16470.10352,1078.860474,8.946000099,1167896
1/11/2020 13:00,No Data,16470.10352,1078.872437,9.213999748,1167896
1/11/2020 14:00,No Data,16455.3125,1078.886475,9.392999649,1182688
1/11/2020 15:00,No Data,16447.91992,1078.900513,9.661000252,1190080
1/11/2020 16:00,No Data,16447.91992,1078.915161,9.911000252,1190080
1/11/2020 17:00,No Data,16447.91992,1078.922363,10.05599976,1190080
1/11/2020 18:00,No Data,16440.52734,1078.926025,10.16699982,1197473
1/11/2020 19:00,No Data,16433.13867,1078.929565,10.27799988,1204861
1/11/2020 20:00,No Data,16433.13867,1078.929565,10.27799988,1212248
1/11/2020 21:00,No Data,16420.82813,1078.936768,10.47200012,1217172
1/11/2020 22:00,No Data,16410.98242,1078.936768,10.47200012,1217172
1/11/2020 23:00,No Data,16413.44336,1078.940308,10.55599976,1231938
1/12/2020 0:00,No Data,16406.0625,1078.94397,10.66699982,1231938
1/12/2020 1:00,No Data,16398.68164,1078.94397,10.77799988,1246697
1/12/2020 2:00,No Data,16391.30273,1078.951172,10.86100006,1246697
1/12/2020 3:00,No Data,16383.92676,1078.972656,11.47200012,1254073
1/12/2020 4:00,No Data,16376.55273,1079.001099,12.25,1261447
1/12/2020 5:00,No Data,16376.55273,1079.001465,12.25,1268820
1/12/2020 6:00,No Data,16369.17969,1078.998901,12.05599976,1268820
1/12/2020 7:00,No Data,16369.17969,1078.990723,11.97200012,1276191
1/12/2020 8:00,No Data,16361.80859,1078.983521,11.86100006,1276191
1/12/2020 9:00,No Data,16361.80859,1078.975708,11.47200012,1276191
1/12/2020 10:00,No Data,16361.80859,1078.970215,11.47200012,1276191
1/12/2020 11:00,No Data,16354.44043,1078.951172,10.86100006,1283560
1/12/2020 12:00,No Data,16354.44043,1078.937622,10.55599976,1283560
1/12/2020 13:00,No Data,16347.07324,1078.928467,10.16699982,1290927
1/12/2020 14:00,No Data,16347.07324,1078.922363,10.05599976,1290927
1/12/2020 15:00,No Data,16339.70801,1078.922363,10.05599976,1298292
1/12/2020 16:00,No Data,16332.34473,1078.918823,9.982000351,1298292
1/12/2020 17:00,No Data,16332.34473,1078.915161,9.911000252,1305655
1/12/2020 18:00,No Data,16332.34473,1078.910278,9.786000252,1305655
1/12/2020 19:00,No Data,16324.9834,1078.904419,9.713999748,1313017
1/12/2020 20:00,No Data,16324.9834,1078.900879,9.661000252,1313017
1/12/2020 21:00,No Data,16317.62402,1078.889648,9.536000252,1313017
1/12/2020 22:00,No Data,16317.62402,1078.88208,9.338999748,1320376
1/12/2020 23:00,No Data,16310.2666,1078.87561,9.213999748,1327733
1/13/2020 0:00,No Data,16302.91113,1078.867676,9.142999649,1335089
1/13/2020 1:00,No Data,16298.00879,1078.861328,8.946000099,1342442
1/13/2020 2:00,No Data,16295.55762,1078.859619,8.892999649,1339991
1/13/2020 3:00,No Data,16288.20605,1078.857666,8.892999649,1349794
1/13/2020 4:00,No Data,16280.85645,1078.858276,8.892999649,1354693
1/13/2020 5:00,No Data,16273.50879,1078.858032,9.017999649,1354693
1/13/2020 6:00,No Data,16266.16309,1078.857666,8.892999649,1362042
1/13/2020 7:00,No Data,16261.2666,1078.855713,8.892999649,1376733
1/13/2020 8:00,No Data,16261.2666,1078.870361,8.946000099,1376733
1/13/2020 9:00,No Data,16253.92383,1078.852905,8.821000099,1384076
1/13/2020 10:00,No Data,16246.58301,1078.845947,8.625,1393863
1/13/2020 11:00,No Data,16239.24414,1078.839722,8.571000099,1398756
1/13/2020 12:00,No Data,16229.46191,1078.83606,8.5,1408538
1/13/2020 13:00,No Data,16229.46191,1078.836304,8.5,1406093
1/13/2020 14:00,No Data,16222.12793,1078.839966,8.5,1413428
1/13/2020 15:00,No Data,16217.23926,1078.83606,8.5,1420761
1/13/2020 16:00,No Data,16207.46484,1078.83728,8.571000099,1428092
1/13/2020 17:00,No Data,16202.5791,1078.839722,8.571000099,1435421
1/13/2020 18:00,No Data,16202.5791,1078.839722,8.571000099,1435421
1/13/2020 19:00,No Data,16195.25195,1078.839722,8.571000099,1445190
1/13/2020 20:00,No Data,16187.92676,1078.839722,8.571000099,1452515
1/13/2020 21:00,No Data,16180.60352,1078.83606,8.5,1457396
1/13/2020 22:00,No Data,16178.16309,1078.83252,8.446000099,1467158
1/13/2020 23:00,No Data,16170.8418,1078.828857,8.375,1464718
1/14/2020 0:00,No Data,16163.52344,1078.828857,8.375,1474477
1/14/2020 1:00,No Data,16156.20605,1078.828857,8.5,1481794
1/14/2020 2:00,No Data,16156.20605,1078.828857,8.375,1481794
1/14/2020 3:00,No Data,16148.8916,1078.828857,8.375,1489108
1/14/2020 4:00,No Data,16141.57813,1078.828857,8.375,1496422
1/14/2020 5:00,No Data,16141.57813,1078.828857,8.375,1496422
1/14/2020 6:00,No Data,16134.26758,1078.828857,8.375,1503732
1/14/2020 7:00,No Data,16126.95801,1078.828857,8.375,1511042
1/14/2020 8:00,No Data,16119.65137,1078.828857,8.375,1511042
1/14/2020 9:00,No Data,16119.65137,1078.828857,8.375,1518349
1/14/2020 10:00,No Data,16112.3457,1078.828857,8.375,1525654
1/14/2020 11:00,No Data,16107.47656,1078.828857,8.375,1530523
1/14/2020 12:00,No Data,16100.1748,1078.828857,8.375,1537825
1/14/2020 13:00,No Data,16092.875,1078.828857,8.375,1545125
1/14/2020 14:00,No Data,16085.57715,1078.828857,8.375,1552423
1/14/2020 15:00,No Data,16085.57715,1078.828857,8.375,1559720
1/14/2020 16:00,No Data,16078.28027,1078.828857,8.375,1567014
1/14/2020 17:00,No Data,16070.98633,1078.828857,8.375,1559720
1/14/2020 18:00,No Data,16063.69434,1078.828857,8.375,1574306
1/14/2020 19:00,No Data,16063.69434,1078.828857,8.375,1571875
1/14/2020 20:00,No Data,16051.54492,1078.828857,8.375,1588884
1/14/2020 21:00,No Data,16044.25781,1078.828857,8.375,1593742
1/14/2020 22:00,No Data,16044.25781,1078.828857,8.375,1596170
1/14/2020 23:00,No Data,16027.2627,1078.828857,8.375,1610737
1/15/2020 0:00,No Data,16022.40918,1078.828857,8.375,1615591
1/15/2020 1:00,No Data,16007.85254,1078.828857,8.375,1630147
1/15/2020 2:00,No Data,16007.85254,1078.828857,8.375,1630147
1/15/2020 3:00,No Data,15993.30469,1078.828857,8.375,1647119
1/15/2020 4:00,No Data,15986.0332,1078.828857,8.375,1651967
1/15/2020 5:00,No Data,15978.76465,1078.828857,8.375,1656812
1/15/2020 6:00,No Data,15964.23242,1078.828857,8.375,1673768
1/15/2020 7:00,No Data,15964.23242,1078.828857,8.375,1673768
1/15/2020 8:00,No Data,15956.96875,1078.828857,8.375,1681031
1/15/2020 9:00,No Data,15942.44824,1078.828857,8.375,1695552
1/15/2020 10:00,No Data,15935.19043,1078.828857,8.375,1702810
1/15/2020 11:00,No Data,15927.93555,1078.828857,8.375,1710064
1/15/2020 12:00,No Data,15913.43066,1078.828857,8.375,1717317
1/15/2020 13:00,No Data,15913.43066,1078.828857,8.375,1724569
1/15/2020 14:00,No Data,15898.93457,1078.828857,8.375,1731818
1/15/2020 15:00,No Data,15898.93457,1078.828857,8.375,1746312
1/15/2020 16:00,No Data,15884.44531,1078.812744,8.053999901,1751141
1/15/2020 17:00,No Data,15886.85938,1078.81665,8.053999901,1753555
1/15/2020 18:00,No Data,15869.96484,1078.817993,8.125,1758382
1/15/2020 19:00,No Data,15857.90332,1078.813599,8.053999901,1780097
1/15/2020 20:00,No Data,15857.90332,1078.810913,8.053999901,1780097
1/15/2020 21:00,No Data,15850.66992,1078.814697,8.178999901,1787330
1/15/2020 22:00,No Data,15836.20801,1078.818115,8.178999901,1794562
1/15/2020 23:00,No Data,15836.20801,1078.796509,7.803999901,1801792
1/16/2020 0:00,No Data,15821.75293,1078.790527,7.731999874,1809021
1/16/2020 1:00,No Data,15814.5293,1078.786133,7.606999874,1816247
1/16/2020 2:00,No Data,15807.30762,1078.784668,7.606999874,1830692
1/16/2020 3:00,No Data,15795.27539,1078.778564,7.481999874,1842725
1/16/2020 4:00,No Data,15800.08691,1078.778198,7.410999775,1830692
1/16/2020 5:00,No Data,15788.05859,1078.775024,7.410999775,1852347
1/16/2020 6:00,No Data,15788.05859,1078.771362,7.339000225,1857156
1/16/2020 7:00,No Data,15773.63086,1078.768066,7.285999775,1864369
1/16/2020 8:00,No Data,15773.63086,1078.771362,7.285999775,1864369
1/16/2020 9:00,No Data,15759.21191,1078.767822,7.285999775,1878788
1/16/2020 10:00,No Data,15766.4209,1078.767822,7.285999775,1871579
1/16/2020 11:00,No Data,15759.21191,1078.774414,7.339000225,1878788
1/16/2020 12:00,No Data,15759.21191,1078.771362,7.285999775,1885994
1/16/2020 13:00,No Data,15752.00586,1078.770874,7.339000225,1885994
1/16/2020 14:00,No Data,15737.59863,1078.767822,7.285999775,1900401
1/16/2020 15:00,No Data,15737.59863,1078.772949,7.481999874,1907603
1/16/2020 16:00,No Data,15723.19922,1078.767822,7.285999775,1914801
1/16/2020 17:00,No Data,15723.19922,1078.767822,7.285999775,1914801
