"Plot Title: 2M"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 10782456, SEN S/N: 10782456)"
1,05/27/20 08:00:00 PM,22.154
2,05/27/20 09:00:00 PM,22.082
3,05/27/20 10:00:00 PM,21.867
4,05/27/20 11:00:00 PM,21.748
5,05/28/20 12:00:00 AM,21.461
6,05/28/20 01:00:00 AM,21.342
7,05/28/20 02:00:00 AM,21.223
8,05/28/20 03:00:00 AM,21.127
9,05/28/20 04:00:00 AM,21.032
10,05/28/20 05:00:00 AM,20.960
11,05/28/20 06:00:00 AM,20.889
12,05/28/20 07:00:00 AM,23.833
13,05/28/20 08:00:00 AM,24.339
14,05/28/20 09:00:00 AM,24.243
15,05/28/20 10:00:00 AM,21.008
16,05/28/20 11:00:00 AM,18.390
17,05/28/20 12:00:00 PM,9.706
18,05/28/20 01:00:00 PM,9.756
19,05/28/20 02:00:00 PM,9.829
20,05/28/20 03:00:00 PM,9.977
21,05/28/20 04:00:00 PM,10.149
22,05/28/20 05:00:00 PM,10.271
23,05/28/20 06:00:00 PM,10.418
24,05/28/20 07:00:00 PM,10.247
25,05/28/20 08:00:00 PM,10.271
26,05/28/20 09:00:00 PM,10.296
27,05/28/20 10:00:00 PM,10.296
28,05/28/20 11:00:00 PM,10.320
29,05/29/20 12:00:00 AM,10.394
30,05/29/20 01:00:00 AM,10.394
31,05/29/20 02:00:00 AM,10.320
32,05/29/20 03:00:00 AM,10.247
33,05/29/20 04:00:00 AM,10.222
34,05/29/20 05:00:00 AM,10.198
35,05/29/20 06:00:00 AM,10.198
36,05/29/20 07:00:00 AM,10.173
37,05/29/20 08:00:00 AM,10.124
38,05/29/20 09:00:00 AM,10.173
39,05/29/20 10:00:00 AM,10.173
40,05/29/20 11:00:00 AM,10.198
41,05/29/20 12:00:00 PM,10.198
42,05/29/20 01:00:00 PM,10.198
43,05/29/20 02:00:00 PM,10.222
44,05/29/20 03:00:00 PM,10.394
45,05/29/20 04:00:00 PM,10.516
46,05/29/20 05:00:00 PM,10.590
47,05/29/20 06:00:00 PM,10.590
48,05/29/20 07:00:00 PM,10.492
49,05/29/20 08:00:00 PM,10.834
50,05/29/20 09:00:00 PM,10.687
51,05/29/20 10:00:00 PM,10.541
52,05/29/20 11:00:00 PM,10.638
53,05/30/20 12:00:00 AM,10.687
54,05/30/20 01:00:00 AM,11.200
55,05/30/20 02:00:00 AM,11.224
56,05/30/20 03:00:00 AM,11.273
57,05/30/20 04:00:00 AM,11.053
58,05/30/20 05:00:00 AM,11.175
59,05/30/20 06:00:00 AM,11.175
60,05/30/20 07:00:00 AM,11.370
61,05/30/20 08:00:00 AM,11.370
62,05/30/20 09:00:00 AM,11.273
63,05/30/20 10:00:00 AM,11.370
64,05/30/20 11:00:00 AM,11.443
65,05/30/20 12:00:00 PM,11.662
66,05/30/20 01:00:00 PM,11.953
67,05/30/20 02:00:00 PM,12.364
68,05/30/20 03:00:00 PM,12.751
69,05/30/20 04:00:00 PM,13.016
70,05/30/20 05:00:00 PM,13.257
71,05/30/20 06:00:00 PM,13.546
72,05/30/20 07:00:00 PM,13.714
73,05/30/20 08:00:00 PM,13.522
74,05/30/20 09:00:00 PM,13.594
75,05/30/20 10:00:00 PM,13.642
76,05/30/20 11:00:00 PM,13.714
77,05/31/20 12:00:00 AM,13.714
78,05/31/20 01:00:00 AM,13.642
79,05/31/20 02:00:00 AM,13.570
80,05/31/20 03:00:00 AM,13.570
81,05/31/20 04:00:00 AM,13.594
82,05/31/20 05:00:00 AM,13.594
83,05/31/20 06:00:00 AM,13.570
84,05/31/20 07:00:00 AM,13.570
85,05/31/20 08:00:00 AM,13.546
86,05/31/20 09:00:00 AM,13.570
87,05/31/20 10:00:00 AM,13.594
88,05/31/20 11:00:00 AM,13.618
89,05/31/20 12:00:00 PM,13.594
90,05/31/20 01:00:00 PM,13.642
91,05/31/20 02:00:00 PM,13.594
92,05/31/20 03:00:00 PM,13.497
93,05/31/20 04:00:00 PM,13.594
94,05/31/20 05:00:00 PM,13.714
95,05/31/20 06:00:00 PM,13.690
96,05/31/20 07:00:00 PM,13.642
97,05/31/20 08:00:00 PM,13.570
98,05/31/20 09:00:00 PM,13.473
99,05/31/20 10:00:00 PM,13.353
100,05/31/20 11:00:00 PM,13.257
101,06/01/20 12:00:00 AM,13.161
102,06/01/20 01:00:00 AM,13.088
103,06/01/20 02:00:00 AM,13.040
104,06/01/20 03:00:00 AM,12.944
105,06/01/20 04:00:00 AM,12.944
106,06/01/20 05:00:00 AM,12.920
107,06/01/20 06:00:00 AM,12.823
108,06/01/20 07:00:00 AM,12.847
109,06/01/20 08:00:00 AM,12.775
110,06/01/20 09:00:00 AM,12.751
111,06/01/20 10:00:00 AM,12.799
112,06/01/20 11:00:00 AM,12.823
